,Unnamed: 0,Suburb,Address,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname
3963,3963,Cremorne,175 Dover St,t,1010000.0,2.5,2.0,1.0,1.0,151.0,151.0,1998.0,-37.8311,144.9914,Northern Metropolitan
3964,3964,Cremorne,66 Green St,h,1300000.0,2.5,3.0,1.0,1.0,326.0,100.0,1890.0,-37.8283,144.9946,Northern Metropolitan
3965,3965,Cremorne,12 Melrose St,h,1300000.0,2.5,2.0,2.0,2.0,138.0,108.0,2001.0,-37.8288,144.9891,Northern Metropolitan
3966,3966,South Kingsville,42 Watt St,h,930000.0,9.1,5.0,1.0,3.0,669.0,143.0,1950.0,-37.8305,144.8736,Western Metropolitan
3967,3967,South Kingsville,1/39 New St,t,650000.0,9.1,2.0,2.0,1.0,151.0,102.0,2011.0,-37.8289,144.8671,Western Metropolitan
3968,3968,South Kingsville,69 Watt St,h,985000.0,9.1,3.0,1.0,5.0,669.0,124.0,1950.0,-37.8321,144.8736,Western Metropolitan
3969,3969,South Kingsville,58 Kernot St,t,915000.0,9.1,4.0,3.0,1.0,662.0,265.0,2016.0,-37.8307,144.8725,Western Metropolitan
3970,3970,South Kingsville,1/11 New St,u,508000.0,9.1,3.0,1.0,2.0,144.0,92.0,1980.0,-37.8268,144.8675,Western Metropolitan
3971,3971,South Kingsville,2/3 New St,h,420000.0,9.1,2.0,1.0,1.0,78.0,130.0,1980.0,-37.8262,144.8677,Western Metropolitan
3972,3972,South Kingsville,1/72 Paxton St,u,506000.0,9.1,2.0,1.0,1.0,126.0,83.0,1975.0,-37.8315,144.8693,Western Metropolitan
3973,3973,South Kingsville,2/108 Blackshaws Rd,u,380000.0,9.1,2.0,1.0,1.0,78.0,62.0,1960.0,-37.8337,144.8739,Western Metropolitan
3974,3974,South Kingsville,56b Vernon St,t,611000.0,9.1,2.0,1.0,1.0,228.0,100.0,2000.0,-37.8317,144.8713,Western Metropolitan
3975,3975,Strathmore Heights,4 Boeing Rd,h,1260000.0,12.5,4.0,2.0,2.0,697.0,277.0,2012.0,-37.7141,144.8995,Western Metropolitan
3976,3976,Strathmore Heights,12 Boeing Rd,h,931999.0,12.5,4.0,3.0,2.0,528.0,192.0,1966.0,-37.7137,144.8987,Western Metropolitan
3977,3977,Travancore,61 Mooltan St,h,1257000.0,5.3,3.0,2.0,1.0,337.0,153.0,1930.0,-37.7813,144.9371,Western Metropolitan
3978,3978,Travancore,110 Baroda St,h,1562000.0,5.3,4.0,2.0,1.0,621.0,192.0,1900.0,-37.7778,144.9346,Western Metropolitan
3979,3979,Travancore,53 Mangalore St,h,1740000.0,5.3,3.0,3.0,2.0,650.0,242.0,1925.0,-37.7796,144.935,Western Metropolitan
3980,3980,Travancore,145/38 Mt Alexander Rd,u,315000.0,5.3,2.0,1.0,1.0,0.0,51.0,2012.0,-37.7847,144.9383,Western Metropolitan
3981,3981,Caulfield East,75 Grange Rd,h,1335000.0,9.3,5.0,2.0,1.0,521.0,208.0,1915.0,-37.8868,145.0462,Southern Metropolitan
3982,3982,Seaholme,13 Sussex St,h,1415000.0,12.7,5.0,3.0,6.0,705.0,313.0,2005.0,-37.864,144.8437,Western Metropolitan
3983,3983,Keilor Park,31 Swan St,h,720000.0,14.5,3.0,1.0,1.0,696.0,132.0,1975.0,-37.725,144.8586,Western Metropolitan
3984,3984,Keilor Park,5/8 Swan St,t,380000.0,14.5,2.0,1.0,1.0,161.0,100.0,2010.0,-37.7251,144.8621,Western Metropolitan
3985,3985,Keilor Park,2/90 Victory St,u,501000.0,14.5,3.0,1.0,1.0,255.0,132.0,1991.0,-37.7243,144.8533,Western Metropolitan
3986,3986,Keilor Park,47 Victory St,h,722000.0,14.5,3.0,1.0,1.0,695.0,141.0,1970.0,-37.7259,144.8579,Western Metropolitan
3987,3987,Keilor Park,44 Erebus St,t,746000.0,14.5,4.0,3.0,1.0,308.0,174.0,1970.0,-37.7231,144.8602,Western Metropolitan
3988,3988,Keilor Park,2/125 Fosters Rd,u,455000.0,14.5,3.0,1.0,1.0,166.0,136.0,1999.0,-37.7169,144.8582,Western Metropolitan
3989,3989,Keilor Park,3/550 Fullarton Rd,t,600000.0,14.5,4.0,2.0,1.0,231.0,146.0,2013.0,-37.7263,144.8584,Western Metropolitan
3990,3990,Keilor Park,18 William St,h,575000.0,14.5,3.0,1.0,1.0,338.0,107.0,1960.0,-37.7212,144.8545,Western Metropolitan
3991,3991,Keilor Park,35 Spence St,h,566000.0,14.5,3.0,2.0,2.0,554.0,129.0,1980.0,-37.7212,144.8598,Western Metropolitan
3992,3992,Gardenvale,66A Gardenvale Rd,h,1250000.0,9.8,3.0,2.0,2.0,236.0,193.0,2004.0,-37.8982,145.0121,Southern Metropolitan
3993,3993,Gardenvale,2/32 Gardenia Rd,u,393000.0,9.8,2.0,1.0,1.0,0.0,65.0,1970.0,-37.8971,145.0093,Southern Metropolitan
3994,3994,Gardenvale,1/18 Magnolia Rd,u,595000.0,9.8,2.0,1.0,1.0,0.0,75.0,1960.0,-37.8994,145.0101,Southern Metropolitan
3995,3995,Gardenvale,25 Magnolia Rd,h,2200000.0,9.8,4.0,3.0,3.0,474.0,230.0,2010.0,-37.8988,145.0098,Southern Metropolitan
3996,3996,Princes Hill,77 McIlwraith St,h,1908000.0,3.7,4.0,2.0,1.0,256.0,156.0,1890.0,-37.7833,144.9681,Northern Metropolitan
3997,3997,Aberfeldie,2/65 Clifton St,h,1300000.0,9.1,3.0,3.0,2.0,240.0,240.0,2013.0,-37.762,144.8916,Western Metropolitan
3998,3998,Aberfeldie,3/4 Combermere St,h,470000.0,9.1,2.0,1.0,1.0,70.0,72.3,1980.0,-37.7564,144.9043,Western Metropolitan
3999,3999,Aberfeldie,2 Derry St,h,1740000.0,9.1,4.0,2.0,2.0,746.0,161.0,1950.0,-37.7595,144.8993,Western Metropolitan
4000,4000,Albert Park,4 Ashworth St,h,1700000.0,3.3,3.0,1.0,1.0,178.0,116.0,1910.0,-37.8473,144.9495,Southern Metropolitan
4001,4001,Albert Park,13/123 Beaconsfield Pde,u,1100000.0,3.3,1.0,1.0,1.0,0.0,64.0,1888.0,-37.8487,144.9511,Southern Metropolitan
4002,4002,Albert Park,91 Page St,h,2150000.0,3.3,3.0,1.0,1.0,163.0,85.0,1890.0,-37.8473,144.955,Southern Metropolitan
4003,4003,Albert Park,46 Withers St,h,1190000.0,3.3,2.0,1.0,0.0,111.0,70.0,1915.0,-37.8445,144.9489,Southern Metropolitan
4004,4004,Altona North,269 Blackshaws Rd,h,916000.0,11.1,3.0,1.0,2.0,606.0,109.0,1970.0,-37.8326,144.8594,Western Metropolitan
4005,4005,Altona North,23 Rymill Ct,h,910000.0,11.1,3.0,1.0,3.0,535.0,132.0,1970.0,-37.8322,144.8399,Western Metropolitan
4006,4006,Armadale,8/15 Egerton Rd,u,480000.0,6.3,2.0,1.0,1.0,0.0,66.23,1960.0,-37.8624,145.0223,Southern Metropolitan
4007,4007,Armadale,1/5 The Terrace,u,852000.0,6.3,2.0,1.0,1.0,869.0,74.0,1980.0,-37.8603,145.0224,Southern Metropolitan
4008,4008,Armadale,6/581 Orrong Rd,u,405000.0,6.3,1.0,1.0,0.0,0.0,48.0,1966.0,-37.8531,145.0115,Southern Metropolitan
4009,4009,Ascot Vale,8 Anderson St,h,2100000.0,5.9,5.0,3.0,3.0,468.0,274.0,1925.0,-37.7822,144.9065,Western Metropolitan
4010,4010,Ascot Vale,6 Munro St,h,1435000.0,5.9,3.0,1.0,1.0,450.0,155.0,1920.0,-37.7756,144.9148,Western Metropolitan
4011,4011,Ascot Vale,72 Bloomfield Rd,h,1020000.0,5.9,2.0,1.0,1.0,226.0,98.0,1920.0,-37.7761,144.9165,Western Metropolitan
4012,4012,Ascot Vale,75 Maribyrnong Rd,h,2250000.0,5.9,6.0,3.0,2.0,1012.0,435.0,1887.0,-37.7721,144.9184,Western Metropolitan
4013,4013,Ascot Vale,5/9 Sandown Rd,t,900000.0,5.9,4.0,3.0,2.0,0.0,159.0,2011.0,-37.7831,144.9209,Western Metropolitan
4014,4014,Ashwood,5 Harcourt St,h,1495000.0,12.2,2.0,1.0,2.0,803.0,95.0,1950.0,-37.8683,145.1064,Southern Metropolitan
4015,4015,Ashwood,1/7 Queens Pde,u,822000.0,12.2,2.0,1.0,1.0,78.0,59.0,1970.0,-37.8677,145.0981,Southern Metropolitan
4016,4016,Ashwood,2/5 Parkhill Dr,u,890000.0,12.2,3.0,2.0,2.0,235.0,130.0,2006.0,-37.8625,145.1083,Southern Metropolitan
4017,4017,Avondale Heights,33a Deutscher St,u,765000.0,10.5,3.0,2.0,1.0,292.0,150.0,2008.0,-37.7593,144.8561,Western Metropolitan
4018,4018,Avondale Heights,16 Cortina Pl,h,1300000.0,10.5,4.0,3.0,2.0,656.0,322.0,1990.0,-37.7522,144.8659,Western Metropolitan
4019,4019,Avondale Heights,53 Doyle St,h,760000.0,10.5,3.0,1.0,1.0,585.0,99.0,1960.0,-37.7574,144.8574,Western Metropolitan
4020,4020,Balwyn North,25 Rookwood St,h,1900000.0,9.2,2.0,1.0,2.0,667.0,130.0,1955.0,-37.7926,145.0842,Southern Metropolitan
4021,4021,Balwyn North,2/21 Pavo St,u,700000.0,9.2,3.0,1.0,1.0,350.0,120.0,1950.0,-37.7862,145.0739,Southern Metropolitan
4022,4022,Balwyn North,35 Sylvander St,h,1890000.0,9.2,4.0,3.0,2.0,636.0,227.0,1960.0,-37.789,145.0938,Southern Metropolitan
4023,4023,Balwyn North,16 Ventnor St,h,1725000.0,9.2,4.0,3.0,2.0,627.0,213.0,1970.0,-37.7827,145.0945,Southern Metropolitan
4024,4024,Bellfield,125 Oriel Rd,h,894000.0,9.5,3.0,2.0,3.0,601.0,101.51,1950.0,-37.7524,145.0393,Eastern Metropolitan
4025,4025,Bentleigh,197A Jasper Rd,t,1375000.0,13.0,3.0,3.0,2.0,338.0,194.0,2012.0,-37.9166,145.0418,Southern Metropolitan
4026,4026,Bentleigh,52a Tucker Rd,u,725000.0,13.0,2.0,1.0,1.0,0.0,115.0,2006.0,-37.9296,145.0498,Southern Metropolitan
4027,4027,Bentleigh East,1 Melva St,h,1515000.0,13.9,4.0,3.0,2.0,635.0,200.0,1950.0,-37.9107,145.0745,Southern Metropolitan
4028,4028,Bentleigh East,7 Celia St,h,986000.0,13.9,3.0,1.0,3.0,337.0,100.0,1950.0,-37.9331,145.0586,Southern Metropolitan
4029,4029,Bentleigh East,28B Barrington St,t,1225000.0,13.9,3.0,2.0,2.0,372.0,180.0,2008.0,-37.9127,145.0694,Southern Metropolitan
4030,4030,Bentleigh East,1/62 Tudor St,h,810000.0,13.9,3.0,1.0,1.0,294.0,105.0,1950.0,-37.919,145.0803,Southern Metropolitan
4031,4031,Bentleigh East,2/16 Argyle St,u,535000.0,13.9,2.0,1.0,1.0,1026.0,68.11,1970.0,-37.911,145.0711,Southern Metropolitan
4032,4032,Bentleigh East,15 Lilac St,h,1292000.0,13.9,4.0,1.0,2.0,587.0,161.0,1950.0,-37.9194,145.05700000000004,Southern Metropolitan
4033,4033,Bentleigh East,978 North Rd,h,959000.0,13.9,3.0,2.0,2.0,557.0,119.0,1960.0,-37.9076,145.06799999999996,Southern Metropolitan
4034,4034,Box Hill,5/10 Camelia St,u,780000.0,13.1,2.0,1.0,1.0,171.0,80.0,2014.0,-37.8158,145.1384,Eastern Metropolitan
4035,4035,Box Hill,35 Barkly St,h,1760000.0,13.1,3.0,1.0,2.0,689.0,152.0,1920.0,-37.8262,145.1301,Eastern Metropolitan
4036,4036,Box Hill,11 Howard St,h,2080000.0,13.1,3.0,2.0,2.0,693.0,158.0,1925.0,-37.8229,145.1217,Eastern Metropolitan
4037,4037,Braybrook,96 Duke St,h,610000.0,10.8,2.0,1.0,2.0,555.0,74.0,1950.0,-37.7854,144.8463,Western Metropolitan
4038,4038,Braybrook,16 Menzies St,h,760000.0,10.8,2.0,1.0,1.0,604.0,82.0,1950.0,-37.782,144.8528,Western Metropolitan
4039,4039,Braybrook,13/25 Marnoo St,t,441700.0,10.8,3.0,2.0,1.0,145.0,107.0,2003.0,-37.7894,144.8463,Western Metropolitan
4040,4040,Braybrook,10 Sedge Cl,h,1000000.0,10.8,4.0,3.0,2.0,475.0,319.0,2002.0,-37.7759,144.8552,Western Metropolitan
4041,4041,Brighton,33 Brickwood St,h,2575000.0,11.2,3.0,2.0,2.0,517.0,195.0,1920.0,-37.894,144.9977,Southern Metropolitan
4042,4042,Brighton,81 Carpenter St,t,2900000.0,11.2,4.0,4.0,2.0,473.0,292.0,2013.0,-37.9104,144.9999,Southern Metropolitan
4043,4043,Brighton,2 Normanby St,h,2225000.0,11.2,3.0,2.0,2.0,0.0,167.0,1980.0,-37.911,144.9866,Southern Metropolitan
4044,4044,Brighton,147 North Rd,t,975000.0,11.2,2.0,1.0,1.0,444.0,182.0,1915.0,-37.8993,145.0046,Southern Metropolitan
4045,4045,Brighton,24 North Rd,h,4225000.0,11.2,4.0,2.0,2.0,920.0,333.0,1990.0,-37.8981,144.9902,Southern Metropolitan
4046,4046,Brighton,8/20 Yuille St,t,2100000.0,11.2,3.0,2.0,4.0,0.0,145.0,1970.0,-37.928,145.0002,Southern Metropolitan
4047,4047,Brighton,38/568 New St,u,520000.0,11.2,2.0,1.0,1.0,1647.0,73.0,2004.0,-37.8847,144.9972,Southern Metropolitan
4048,4048,Brighton,3/1 Thomson St,h,2000000.0,11.2,4.0,2.0,2.0,286.0,283.0,1999.0,-37.8981,145.0,Southern Metropolitan
4049,4049,Brighton,56 Asling St,t,1990000.0,11.2,3.0,2.0,2.0,0.0,189.0,1935.0,-37.901,145.0026,Southern Metropolitan
4050,4050,Brighton,5 Blairgowrie Ct,h,3025000.0,11.2,3.0,2.0,4.0,649.0,195.0,1967.0,-37.9056,144.9893,Southern Metropolitan
4051,4051,Brighton,3/12 Wellington St,u,1221000.0,11.2,3.0,2.0,2.0,0.0,109.0,1975.0,-37.9163,144.9901,Southern Metropolitan
4052,4052,Brighton East,7 Billson St,h,2140000.0,10.7,5.0,2.0,2.0,780.0,206.0,1950.0,-37.9173,145.0142,Southern Metropolitan
4053,4053,Brighton East,40 Hodder St,h,1635000.0,10.7,3.0,1.0,1.0,597.0,131.0,1925.0,-37.9064,145.0229,Southern Metropolitan
4054,4054,Brighton East,7 Holmhurst Ct,t,1700000.0,10.7,4.0,3.0,2.0,312.0,118.0,1950.0,-37.9295,145.0144,Southern Metropolitan
4055,4055,Brighton East,55 Milroy St,h,1900000.0,10.7,5.0,3.0,2.0,583.0,271.0,2009.0,-37.9057,145.0101,Southern Metropolitan
4056,4056,Brighton East,7/36 Union St,t,972000.0,10.7,3.0,2.0,1.0,119.0,160.0,2000.0,-37.9084,145.0118,Southern Metropolitan
4057,4057,Brunswick,129 Glenlyon Rd,h,1652000.0,5.2,3.0,1.0,2.0,506.0,196.8,1921.0,-37.7723,144.9694,Northern Metropolitan
4058,4058,Brunswick,3/15 Mitchell St,u,735000.0,5.2,2.0,1.0,2.0,173.0,77.0,1970.0,-37.7586,144.9653,Northern Metropolitan
4059,4059,Brunswick,217 Victoria St,h,1210000.0,5.2,3.0,1.0,0.0,282.0,112.0,1900.0,-37.7674,144.966,Northern Metropolitan
4060,4060,Brunswick,2/199 Barkly St,u,528000.0,5.2,1.0,1.0,1.0,0.0,58.0,2010.0,-37.7767,144.9676,Northern Metropolitan
4061,4061,Brunswick,10 Bennie St,h,1115000.0,5.2,3.0,1.0,1.0,249.0,116.0,1925.0,-37.7669,144.9664,Northern Metropolitan
4062,4062,Brunswick,2/15 De Carle St,u,320000.0,5.2,2.0,1.0,1.0,638.0,48.0,1970.0,-37.762,144.9647,Northern Metropolitan
4063,4063,Brunswick,38 Edward St,h,1260000.0,5.2,3.0,2.0,1.0,192.0,120.0,1910.0,-37.7743,144.9637,Northern Metropolitan
4064,4064,Brunswick,1/19 Manallack St,h,1210000.0,5.2,4.0,2.0,1.0,373.0,200.0,2009.0,-37.7733,144.9599,Northern Metropolitan
4065,4065,Brunswick,94 Davies St,h,1385000.0,5.2,4.0,2.0,4.0,650.0,173.45,1950.0,-37.7575,144.9716,Northern Metropolitan
4066,4066,Brunswick,25/5 Evans St,t,981000.0,5.2,3.0,2.0,1.0,122.0,140.0,2012.0,-37.7698,144.9661,Northern Metropolitan
4067,4067,Brunswick,7/675 Park St,u,418000.0,5.2,1.0,1.0,1.0,0.0,51.0,1970.0,-37.7783,144.9635,Northern Metropolitan
4068,4068,Brunswick,7/200 Albion St,u,585000.0,5.2,2.0,1.0,1.0,430.0,258.0,2006.0,-37.7609,144.9623,Northern Metropolitan
4069,4069,Brunswick,6/1 Heller St,h,1900000.0,5.2,4.0,3.0,2.0,0.0,212.0,2012.0,-37.775,144.9513,Northern Metropolitan
4070,4070,Brunswick,13 Goodman St,h,884000.0,5.2,2.0,1.0,0.0,148.0,75.0,1890.0,-37.7731,144.9568,Northern Metropolitan
4071,4071,Brunswick,2/139 Union St,u,480000.0,5.2,2.0,1.0,1.0,557.0,57.0,1960.0,-37.7732,144.951,Northern Metropolitan
4072,4072,Brunswick East,164 Blyth St,h,1310000.0,4.5,4.0,1.0,2.0,449.0,159.0,1930.0,-37.7671,144.9762,Northern Metropolitan
4073,4073,Brunswick East,22 Hickford St,h,1283000.0,4.5,2.0,1.0,1.0,263.0,109.0,1910.0,-37.7661,144.9742,Northern Metropolitan
4074,4074,Brunswick East,5 Linden St,h,1015000.0,4.5,2.0,1.0,0.0,137.0,67.0,1890.0,-37.7738,144.9733,Northern Metropolitan
4075,4075,Brunswick East,15/67 Nicholson St,u,435000.0,4.5,2.0,1.0,1.0,0.0,70.0,2011.0,-37.7755,144.9786,Northern Metropolitan
4076,4076,Brunswick East,9/211 Weston St,u,835000.0,4.5,2.0,1.0,2.0,0.0,96.0,2005.0,-37.7761,144.975,Northern Metropolitan
4077,4077,Brunswick East,7 Weigall St,h,1500000.0,4.5,3.0,1.0,3.0,446.0,125.0,1940.0,-37.7682,144.9835,Northern Metropolitan
4078,4078,Brunswick West,1/5 Allard St,u,407500.0,5.9,2.0,1.0,1.0,1097.0,67.0,1970.0,-37.7686,144.9421,Northern Metropolitan
4079,4079,Brunswick West,22 Henderson St,h,825000.0,5.9,2.0,1.0,0.0,207.0,77.0,1950.0,-37.7622,144.9406,Northern Metropolitan
4080,4080,Brunswick West,1 McLean St,h,645000.0,5.9,3.0,3.0,1.0,131.0,109.0,2008.0,-37.7559,144.9378,Northern Metropolitan
4081,4081,Brunswick West,63A Hunter St,h,1220000.0,5.9,3.0,1.0,1.0,335.0,113.0,1940.0,-37.766,144.945,Northern Metropolitan
4082,4082,Brunswick West,10 Shamrock St,h,1100000.0,5.9,3.0,2.0,1.0,169.0,139.0,1900.0,-37.7585,144.9504,Northern Metropolitan
4083,4083,Brunswick West,2/31 Cumming St,t,670000.0,5.9,3.0,1.0,2.0,109.0,104.0,2010.0,-37.7609,144.9416,Northern Metropolitan
4084,4084,Brunswick West,2/11 Howson St,u,640000.0,5.9,2.0,1.0,1.0,559.0,57.0,1970.0,-37.7707,144.9488,Northern Metropolitan
4085,4085,Brunswick West,4/17 Howson St,h,545000.0,5.9,2.0,1.0,1.0,0.0,59.0,1970.0,-37.7711,144.9487,Northern Metropolitan
4086,4086,Brunswick West,141 Pearson St,h,1205000.0,5.9,4.0,2.0,2.0,518.0,160.0,1980.0,-37.7606,144.9499,Northern Metropolitan
4087,4087,Bulleen,1/15 Allen St,u,860000.0,11.8,3.0,1.0,1.0,0.0,110.0,1999.0,-37.7769,145.088,Eastern Metropolitan
4088,4088,Bulleen,2/1 Colite St,t,599900.0,11.8,2.0,1.0,2.0,135.0,76.0,1970.0,-37.7787,145.0918,Eastern Metropolitan
4089,4089,Bulleen,4/62 Manningham Rd,t,910000.0,11.8,4.0,2.0,2.0,190.0,133.0,2000.0,-37.7664,145.0884,Eastern Metropolitan
4090,4090,Bulleen,22 Russell St,h,1100000.0,11.8,3.0,2.0,3.0,709.0,143.0,1970.0,-37.7612,145.0968,Eastern Metropolitan
4091,4091,Bulleen,4 Robinson Gr,h,1730000.0,11.8,5.0,4.0,4.0,564.0,185.0,1955.0,-37.7735,145.0936,Eastern Metropolitan
4092,4092,Burwood,24 Andrews St,h,1591000.0,11.7,6.0,2.0,2.0,665.0,209.0,1950.0,-37.8493,145.1283,Southern Metropolitan
4093,4093,Burwood,1/24 Daniel St,t,975000.0,11.7,3.0,2.0,2.0,267.0,150.0,2012.0,-37.8463,145.1071,Southern Metropolitan
4094,4094,Burwood,362 Burwood Hwy,h,1815000.0,11.7,1.0,1.0,1.0,698.0,196.0,1960.0,-37.8518,145.1278,Southern Metropolitan
4095,4095,Burwood,37 Haig St,h,1590000.0,11.7,3.0,2.0,4.0,862.0,179.3,1950.0,-37.8603,145.0979,Southern Metropolitan
4096,4096,Burwood,46 Cumming St,h,1601000.0,11.7,4.0,2.0,1.0,863.0,165.0,1940.0,-37.8539,145.1127,Southern Metropolitan
4097,4097,Burwood,19 Pearce St,h,1225000.0,11.7,5.0,1.0,2.0,633.0,182.0,1960.0,-37.8557,145.1285,Southern Metropolitan
4098,4098,Camberwell,114 Through Rd,h,1930000.0,7.8,3.0,1.0,2.0,643.0,116.0,1920.0,-37.8405,145.0924,Southern Metropolitan
4099,4099,Camberwell,29 Mabel St,h,2216000.0,7.8,4.0,2.0,0.0,670.0,176.0,1930.0,-37.8378,145.089,Southern Metropolitan
4100,4100,Camberwell,21 Radnor St,h,2110000.0,7.8,4.0,1.0,3.0,572.0,150.0,1910.0,-37.8411,145.062,Southern Metropolitan
4101,4101,Camberwell,20 Crellin Gr,h,1900000.0,7.8,2.0,1.0,3.0,633.0,134.3,1960.0,-37.8427,145.0824,Southern Metropolitan
4102,4102,Camberwell,72 Hunter Rd,h,1620000.0,7.8,3.0,2.0,2.0,575.0,155.0,2000.0,-37.8378,145.0909,Southern Metropolitan
4103,4103,Camberwell,6 Kingsley St,h,3550000.0,7.8,4.0,2.0,1.0,790.0,251.0,1890.0,-37.8269,145.0661,Southern Metropolitan
4104,4104,Camberwell,21 Avenue Rd,h,1905000.0,7.8,3.0,1.0,2.0,400.0,145.0,1890.0,-37.8333,145.0616,Southern Metropolitan
4105,4105,Camberwell,30 Moorhouse St,h,2990000.0,7.8,4.0,2.0,2.0,742.0,280.0,1997.0,-37.8284,145.0673,Southern Metropolitan
4106,4106,Camberwell,1/16 Dower St,u,835000.0,7.8,3.0,1.0,1.0,112.0,85.0,1960.0,-37.8378,145.0949,Southern Metropolitan
4107,4107,Canterbury,49 Mangarra Rd,h,8000000.0,9.0,5.0,5.0,4.0,2079.0,464.3,1880.0,-37.8179,145.0694,Southern Metropolitan
4108,4108,Carlton North,235 Amess St,h,3450000.0,3.2,4.0,2.0,1.0,515.0,203.0,1905.0,-37.7817,144.9742,Northern Metropolitan
4109,4109,Carnegie,2/60 Woornack Rd,u,635000.0,11.4,2.0,1.0,1.0,0.0,73.0,1980.0,-37.8981,145.0619,Southern Metropolitan
4110,4110,Carnegie,3/9 Poplar Gr,u,305000.0,11.4,1.0,1.0,1.0,0.0,46.0,1960.0,-37.8858,145.0632,Southern Metropolitan
4111,4111,Carnegie,88A Truganini Rd,h,1200000.0,11.4,3.0,2.0,2.0,515.0,156.0,1930.0,-37.8924,145.0541,Southern Metropolitan
4112,4112,Carnegie,4/49 Coorigil Rd,u,945000.0,11.4,3.0,1.0,2.0,1103.0,100.0,1987.0,-37.8958,145.0603,Southern Metropolitan
4113,4113,Carnegie,26 Railway Rd,h,1667000.0,11.4,4.0,2.0,2.0,615.0,193.0,1920.0,-37.8928,145.0531,Southern Metropolitan
4114,4114,Carnegie,4/5 Gnarwyn Rd,u,330000.0,11.4,1.0,1.0,1.0,0.0,46.0,1960.0,-37.8944,145.0616,Southern Metropolitan
4115,4115,Carnegie,1/4 Kokaribb Rd,u,577000.0,11.4,3.0,1.0,1.0,0.0,84.0,1965.0,-37.8866,145.0561,Southern Metropolitan
4116,4116,Caulfield North,8/54 Narong Rd,u,305000.0,8.1,1.0,1.0,1.0,750.0,43.0,1965.0,-37.8678,145.0197,Southern Metropolitan
4117,4117,Caulfield North,14/378 Dandenong Rd,u,742500.0,8.1,2.0,2.0,1.0,0.0,85.0,2011.0,-37.8607,145.0116,Southern Metropolitan
4118,4118,Caulfield South,9/434 Kooyong Rd,u,630000.0,9.3,2.0,1.0,1.0,0.0,71.0,2003.0,-37.8937,145.0137,Southern Metropolitan
4119,4119,Caulfield South,131 Sycamore St,h,1350000.0,9.3,3.0,2.0,1.0,305.0,129.0,1925.0,-37.8899,145.023,Southern Metropolitan
4120,4120,Caulfield South,3/178 Sycamore St,u,490000.0,9.3,2.0,1.0,1.0,0.0,61.0,1960.0,-37.8906,145.0259,Southern Metropolitan
4121,4121,Chadstone,4/6 Kelly St,u,701000.0,13.6,3.0,2.0,2.0,235.0,112.0,2000.0,-37.8856,145.0934,Southern Metropolitan
4122,4122,Chadstone,1/29 Atkinson St,t,905000.0,13.6,3.0,1.0,2.0,418.0,132.0,1955.0,-37.886,145.096,Southern Metropolitan
4123,4123,Chadstone,2/13 Batesford Rd,u,988000.0,13.6,3.0,2.0,2.0,286.0,124.0,2008.0,-37.8755,145.0954,Southern Metropolitan
4124,4124,Chadstone,2/16 Westbrook St,t,820000.0,13.6,3.0,2.0,2.0,213.0,115.0,2012.0,-37.8827,145.0942,Southern Metropolitan
4125,4125,Clifton Hill,42 Grant St,h,1500000.0,3.4,3.0,1.0,1.0,230.0,127.0,1900.0,-37.788,144.9967,Northern Metropolitan
4126,4126,Clifton Hill,15/14 The Esplanade,u,641000.0,3.4,2.0,1.0,1.0,72.0,90.0,1980.0,-37.7881,145.0058,Northern Metropolitan
4127,4127,Clifton Hill,15 Dally St,h,1250000.0,3.4,2.0,1.0,0.0,158.0,95.0,1890.0,-37.7925,144.9995,Northern Metropolitan
4128,4128,Clifton Hill,487 Hoddle St,h,1652500.0,3.4,3.0,1.0,0.0,276.0,170.0,1904.0,-37.7933,144.9938,Northern Metropolitan
4129,4129,Clifton Hill,14/14 The Esplanade,u,465000.0,3.4,1.0,1.0,1.0,0.0,45.0,1970.0,-37.7881,145.0058,Northern Metropolitan
4130,4130,Coburg,41a Rennie St,u,495000.0,7.8,2.0,1.0,0.0,388.0,69.0,1960.0,-37.7506,144.9694,Northern Metropolitan
4131,4131,Coburg,65 Victoria St,h,930000.0,7.8,2.0,1.0,0.0,275.0,106.2,1920.0,-37.7424,144.9576,Northern Metropolitan
4132,4132,Coburg,3/28 Kendall St,t,781000.0,7.8,2.0,1.0,1.0,0.0,112.9,2014.0,-37.7422,144.9604,Northern Metropolitan
4133,4133,Coburg,1/21 Queen St,h,677776.0,7.8,2.0,1.0,2.0,0.0,64.0,1980.0,-37.7519,144.9496,Northern Metropolitan
4134,4134,Coburg,25 Beaumonde St,t,680000.0,7.8,4.0,2.0,1.0,3747.0,143.0,2006.0,-37.7551,144.9787,Northern Metropolitan
4135,4135,Coburg,22/129 Harding St,t,824000.0,7.8,3.0,1.0,2.0,120.0,113.76,1990.0,-37.7462,144.9795,Northern Metropolitan
4136,4136,Coburg,51 Gordon St,h,1500000.0,7.8,4.0,2.0,1.0,453.0,187.0,1910.0,-37.7503,144.9481,Northern Metropolitan
4137,4137,Coburg,34 Reynard St,h,1005000.0,7.8,4.0,2.0,1.0,172.0,135.0,1900.0,-37.7483,144.9634,Northern Metropolitan
4138,4138,Coburg,19 Spring St,h,901000.0,7.8,4.0,2.0,1.0,398.0,123.0,1950.0,-37.7364,144.9787,Northern Metropolitan
