,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,flag_suburb,flag_street_Address,flag_type,flag_regionname
1634,2.6,4.0,2.0,0.0,288.0,193.0,1900.0,-37.8268,145.0129,1.0,2052.0,0.0,1.0
1635,2.6,3.0,2.0,2.0,0.0,104.0,2005.0,-37.8189,145.0131,1.0,40.0,1.0,1.0
1636,2.6,3.0,2.0,2.0,80.0,144.0,1850.0,-37.8233,144.9947,1.0,53.0,0.0,1.0
1637,2.6,2.0,2.0,1.0,170.0,89.0,1940.0,-37.8229,144.9931,1.0,3363.0,2.0,1.0
1638,2.6,3.0,2.0,1.0,189.0,164.0,1900.0,-37.82,144.9987,1.0,11.0,0.0,1.0
1639,2.6,3.0,3.0,2.0,119.0,184.0,2005.0,-37.8278,144.9984,1.0,2247.0,2.0,1.0
1640,2.6,3.0,1.0,1.0,331.0,121.0,1960.0,-37.8263,145.0085,1.0,444.0,0.0,1.0
1641,2.6,3.0,1.0,1.0,209.0,128.0,1900.0,-37.8206,144.9913,1.0,2281.0,0.0,1.0
1642,2.6,1.0,1.0,1.0,0.0,60.0,2008.0,-37.821999999999996,145.0104,1.0,48.0,1.0,1.0
1643,2.6,2.0,2.0,1.0,0.0,68.0,2008.0,-37.821999999999996,145.0104,1.0,48.0,1.0,1.0
1644,2.6,3.0,2.0,2.0,133.0,174.0,2000.0,-37.8183,145.0079,1.0,2318.0,0.0,1.0
1645,2.6,2.0,2.0,2.0,0.0,106.0,2000.0,-37.8128,145.0139,1.0,1611.0,1.0,1.0
1646,2.6,1.0,1.0,1.0,0.0,50.0,2005.0,-37.8331,144.9975,1.0,227.0,1.0,1.0
1647,2.6,2.0,1.0,0.0,156.0,80.0,1900.0,-37.8209,145.0052,1.0,66.0,0.0,1.0
1648,2.6,4.0,1.0,0.0,434.0,144.0,1900.0,-37.8185,145.0061,1.0,414.0,0.0,1.0
1649,2.6,3.0,1.0,1.0,152.0,92.0,1910.0,-37.8219,145.0096,1.0,815.0,0.0,1.0
1650,2.6,2.0,1.0,0.0,127.0,72.0,1900.0,-37.8251,145.0063,1.0,212.0,0.0,1.0
1651,2.6,2.0,2.0,1.0,0.0,70.0,2004.0,-37.8189,145.0131,1.0,40.0,1.0,1.0
1652,2.6,2.0,2.0,1.0,0.0,91.0,2013.0,-37.8198,145.005,1.0,171.0,1.0,1.0
1653,2.6,4.0,3.0,2.0,108.0,108.0,2010.0,-37.8129,145.0013,1.0,1794.0,0.0,1.0
1654,2.6,2.0,1.0,0.0,103.0,74.0,1900.0,-37.8199,144.9911,1.0,2209.0,0.0,1.0
1655,2.6,3.0,1.0,2.0,248.0,100.0,1900.0,-37.8185,144.9935,1.0,83.0,0.0,1.0
1656,11.4,4.0,2.0,1.0,629.0,207.0,1960.0,-37.7395,145.0773,90.0,2849.0,0.0,3.0
1657,11.4,4.0,2.0,2.0,843.0,181.0,1940.0,-37.7348,145.0656,90.0,1084.0,0.0,3.0
1658,11.4,3.0,1.0,1.0,213.0,112.0,2000.0,-37.7386,145.0733,90.0,640.0,1.0,3.0
1659,11.4,3.0,1.0,2.0,1016.0,205.0,1950.0,-37.7299,145.0656,90.0,2532.0,0.0,3.0
1660,11.4,2.0,1.0,1.0,83.0,89.0,1990.0,-37.747,145.07,90.0,3057.0,2.0,3.0
1661,11.4,3.0,1.0,0.0,454.0,134.0,1940.0,-37.7449,145.072,90.0,205.0,0.0,3.0
1662,11.4,3.0,1.0,2.0,627.0,154.0,1970.0,-37.7367,145.0797,90.0,1035.0,0.0,3.0
1663,11.4,3.0,1.0,2.0,403.0,148.0,1950.0,-37.7437,145.0633,90.0,640.0,0.0,3.0
1664,11.4,4.0,3.0,2.0,0.0,185.0,2008.0,-37.7449,145.0596,90.0,2883.0,0.0,3.0
1665,11.4,4.0,3.0,2.0,583.0,182.0,1970.0,-37.733000000000004,145.0694,90.0,2707.0,0.0,3.0
1666,11.4,2.0,1.0,1.0,164.0,83.0,1980.0,-37.7362,145.079,90.0,1035.0,0.0,3.0
1667,11.4,3.0,2.0,1.0,323.0,142.0,2015.0,-37.7359,145.0614,90.0,174.0,0.0,3.0
1668,11.4,3.0,1.0,2.0,927.0,141.0,1960.0,-37.7342,145.0658,90.0,1084.0,0.0,3.0
1669,11.4,4.0,2.0,4.0,604.0,230.0,1950.0,-37.7435,145.0686,90.0,558.0,0.0,3.0
1670,11.4,3.0,2.0,1.0,606.0,99.0,1955.0,-37.7347,145.0783,90.0,1664.0,0.0,3.0
1671,11.4,3.0,1.0,1.0,355.0,51.0,1960.0,-37.7352,145.0713,90.0,194.0,0.0,3.0
1672,11.4,3.0,1.0,1.0,625.0,135.0,1960.0,-37.7412,145.0642,90.0,932.0,0.0,3.0
1673,11.4,2.0,1.0,1.0,151.0,96.0,1980.0,-37.7458,145.0609,90.0,640.0,1.0,3.0
1674,11.4,3.0,2.0,1.0,217.0,142.0,2006.0,-37.7388,145.0742,90.0,205.0,1.0,3.0
1675,11.4,3.0,1.0,2.0,692.0,125.0,1950.0,-37.7345,145.0753,90.0,2716.0,0.0,3.0
1676,6.6,3.0,1.0,1.0,350.0,116.0,1890.0,-37.8094,144.8869,63.0,119.0,0.0,2.0
1677,6.6,3.0,1.0,0.0,137.0,98.0,1890.0,-37.8078,144.8972,63.0,2720.0,0.0,2.0
1678,6.6,3.0,3.0,2.0,227.0,211.0,2015.0,-37.8033,144.8897,63.0,542.0,0.0,2.0
1679,6.6,2.0,1.0,2.0,0.0,65.0,1970.0,-37.8087,144.8978,63.0,12.0,1.0,2.0
1680,6.6,3.0,3.0,2.0,168.0,187.0,2012.0,-37.8066,144.887,63.0,124.0,0.0,2.0
1681,6.6,3.0,2.0,1.0,306.0,140.0,1900.0,-37.8038,144.8896,63.0,79.0,0.0,2.0
1682,6.6,3.0,3.0,2.0,227.0,211.0,2015.0,-37.8033,144.8897,63.0,542.0,0.0,2.0
1683,6.6,4.0,2.0,1.0,299.0,158.0,1910.0,-37.8087,144.8952,63.0,528.0,0.0,2.0
1684,6.6,3.0,1.0,0.0,371.0,134.0,1910.0,-37.8066,144.8853,63.0,124.0,0.0,2.0
1685,6.6,2.0,1.0,1.0,126.0,127.0,2011.0,-37.8045,144.8898,63.0,2062.0,2.0,2.0
1686,6.6,3.0,1.0,0.0,216.0,125.0,1890.0,-37.8052,144.8941,63.0,1604.0,0.0,2.0
1687,6.6,3.0,2.0,2.0,0.0,132.0,2000.0,-37.8057,144.8857,63.0,412.0,0.0,2.0
1688,6.6,3.0,1.0,2.0,467.0,155.0,1946.0,-37.8093,144.8941,63.0,114.0,0.0,2.0
1689,6.6,3.0,1.0,0.0,217.0,104.0,1910.0,-37.8037,144.8874,63.0,103.0,0.0,2.0
1690,6.6,3.0,2.0,1.0,309.0,149.0,1910.0,-37.806999999999995,144.898,63.0,12.0,0.0,2.0
1691,6.6,3.0,2.0,2.0,193.0,154.0,2000.0,-37.8065,144.8866,63.0,124.0,0.0,2.0
1692,6.6,2.0,2.0,1.0,228.0,111.0,1930.0,-37.8034,144.8855,63.0,68.0,0.0,2.0
1693,6.6,3.0,1.0,0.0,234.0,111.0,1900.0,-37.8051,144.8858,63.0,412.0,0.0,2.0
1694,6.6,5.0,3.0,1.0,386.0,218.0,1890.0,-37.8078,144.8846,63.0,68.0,0.0,2.0
1695,6.6,2.0,1.0,0.0,148.0,72.0,1912.0,-37.8084,144.8907,63.0,3220.0,0.0,2.0
1696,6.6,4.0,2.0,3.0,571.0,198.0,1920.0,-37.809,144.8865,63.0,3068.0,0.0,2.0
1697,6.6,2.0,1.0,1.0,0.0,62.0,2012.0,-37.8042,144.892,63.0,79.0,1.0,2.0
1698,6.6,2.0,2.0,1.0,149.0,127.0,1920.0,-37.8047,144.8948,63.0,74.0,0.0,2.0
1699,6.6,2.0,1.0,1.0,0.0,71.0,1975.0,-37.8066,144.8971,63.0,47.0,1.0,2.0
1700,6.6,3.0,1.0,0.0,224.0,136.0,1900.0,-37.8067,144.8934,63.0,5.0,0.0,2.0
1701,6.6,3.0,1.0,1.0,352.0,150.0,1890.0,-37.8059,144.8899,63.0,4.0,0.0,2.0
1702,6.6,2.0,1.0,0.0,172.0,81.0,1900.0,-37.81,144.8896,63.0,876.0,0.0,2.0
1703,2.1,2.0,2.0,1.0,0.0,83.0,2012.0,-37.8341,144.9713,52.0,146.0,1.0,0.0
1704,2.1,3.0,2.0,1.0,88.0,93.0,1890.0,-37.8363,144.9628,52.0,62.0,0.0,0.0
1705,2.1,4.0,2.0,0.0,163.0,153.0,1890.0,-37.8355,144.951,52.0,176.0,0.0,0.0
1706,2.1,3.0,1.0,0.0,149.0,104.0,1900.0,-37.8374,144.9495,52.0,3241.0,0.0,0.0
1707,2.1,3.0,1.0,0.0,276.0,119.0,1900.0,-37.838,144.9489,52.0,895.0,0.0,0.0
1708,2.1,3.0,1.0,1.0,181.0,117.0,1880.0,-37.8365,144.9631,52.0,226.0,0.0,0.0
1709,2.1,5.0,3.0,0.0,190.0,232.0,1856.0,-37.8377,144.9653,52.0,1106.0,0.0,0.0
1710,2.1,3.0,2.0,0.0,171.0,126.0,1890.0,-37.8391,144.9501,52.0,14.0,0.0,0.0
1711,2.1,2.0,1.0,1.0,0.0,76.0,2004.0,-37.8369,144.968,52.0,146.0,1.0,0.0
1712,2.1,2.0,1.0,1.0,0.0,56.0,2013.0,-37.8341,144.9713,52.0,146.0,1.0,0.0
1713,2.1,3.0,2.0,0.0,224.0,113.0,1890.0,-37.8329,144.9529,52.0,49.0,0.0,0.0
1714,2.1,4.0,3.0,1.0,200.0,153.0,1860.0,-37.836,144.965,52.0,1106.0,0.0,0.0
1715,2.1,2.0,1.0,0.0,115.0,76.0,1900.0,-37.8345,144.9685,52.0,226.0,0.0,0.0
1716,2.1,3.0,2.0,0.0,113.0,120.0,1910.0,-37.8346,144.9688,52.0,226.0,0.0,0.0
1717,2.1,3.0,2.0,1.0,161.0,141.0,1890.0,-37.8383,144.9499,52.0,895.0,0.0,0.0
1718,2.1,2.0,2.0,1.0,141.0,150.0,1900.0,-37.8389,144.9612,52.0,1070.0,0.0,0.0
1719,2.1,2.0,2.0,2.0,0.0,122.0,2001.0,-37.8372,144.9672,52.0,146.0,1.0,0.0
1720,2.1,3.0,2.0,1.0,108.0,125.0,1890.0,-37.8363,144.9509,52.0,1130.0,0.0,0.0
1721,2.1,3.0,2.0,0.0,204.0,195.0,1890.0,-37.8357,144.9531,52.0,199.0,0.0,0.0
1722,2.1,2.0,1.0,1.0,0.0,78.0,2001.0,-37.8308,144.9694,52.0,246.0,1.0,0.0
1723,2.1,3.0,2.0,2.0,151.0,153.0,1900.0,-37.8383,144.9632,52.0,146.0,0.0,0.0
1724,2.1,2.0,2.0,1.0,131.0,79.0,1890.0,-37.839,144.94799999999995,52.0,357.0,0.0,0.0
1725,2.1,3.0,2.0,1.0,138.0,138.0,1998.0,-37.8351,144.9675,52.0,226.0,0.0,0.0
1726,2.1,4.0,3.0,2.0,577.0,220.0,2009.0,-37.8357,144.9502,52.0,1815.0,0.0,0.0
1727,2.1,3.0,2.0,2.0,0.0,260.0,1877.0,-37.8352,144.952,52.0,176.0,0.0,0.0
1728,2.1,3.0,2.0,2.0,0.0,90.0,2003.0,-37.8319,144.9682,52.0,544.0,1.0,0.0
1729,2.1,3.0,2.0,0.0,141.0,163.0,1890.0,-37.8333,144.9576,52.0,80.0,0.0,0.0
1730,3.3,2.0,1.0,1.0,0.0,86.0,2003.0,-37.8393,144.9886,17.0,1039.0,1.0,0.0
1731,3.3,2.0,2.0,2.0,0.0,86.0,2014.0,-37.8411,144.9944,17.0,436.0,1.0,0.0
1732,3.3,3.0,2.0,2.0,0.0,138.0,1998.0,-37.8453,144.9849,17.0,234.0,1.0,0.0
1733,3.3,2.0,1.0,1.0,0.0,64.0,1970.0,-37.8374,144.9918,17.0,311.0,1.0,0.0
1734,3.3,2.0,2.0,2.0,0.0,38.0,2015.0,-37.8379,144.9913,17.0,311.0,1.0,0.0
1735,3.3,2.0,1.0,0.0,0.0,79.0,1930.0,-37.8361,144.9842,17.0,492.0,1.0,0.0
1736,3.3,2.0,1.0,1.0,0.0,103.0,2000.0,-37.8394,144.9886,17.0,1039.0,1.0,0.0
1737,3.3,2.0,1.0,1.0,0.0,73.0,1960.0,-37.8368,144.9857,17.0,1566.0,1.0,0.0
1738,3.3,2.0,2.0,1.0,181.0,148.0,1990.0,-37.8334,144.9867,17.0,897.0,2.0,0.0
1739,3.3,2.0,1.0,1.0,0.0,75.0,1970.0,-37.8426,144.993,17.0,3302.0,1.0,0.0
1740,3.3,1.0,1.0,1.0,0.0,45.0,1970.0,-37.8414,144.991,17.0,99.0,1.0,0.0
1741,3.3,3.0,2.0,1.0,80.0,118.0,2003.0,-37.8416,144.9923,17.0,64.0,2.0,0.0
1742,3.3,2.0,1.0,1.0,0.0,77.0,1940.0,-37.8314,144.9877,17.0,65.0,1.0,0.0
1743,3.3,2.0,1.0,1.0,0.0,75.0,1960.0,-37.8343,144.9899,17.0,42.0,1.0,0.0
1744,3.3,2.0,1.0,0.0,225.0,94.0,1890.0,-37.8421,144.9876,17.0,538.0,0.0,0.0
1745,3.3,1.0,1.0,1.0,0.0,44.0,1960.0,-37.8404,145.0045,17.0,9.0,1.0,0.0
1746,3.3,1.0,1.0,1.0,0.0,41.0,1980.0,-37.8415,144.991,17.0,99.0,1.0,0.0
1747,3.3,4.0,2.0,0.0,292.0,272.0,1880.0,-37.8377,144.9894,17.0,1552.0,0.0,0.0
1748,3.3,1.0,1.0,1.0,0.0,44.0,1970.0,-37.8375,145.0012,17.0,110.0,1.0,0.0
1749,3.3,3.0,2.0,1.0,215.0,200.0,1910.0,-37.8361,144.9831,17.0,610.0,0.0,0.0
1750,3.3,1.0,1.0,1.0,0.0,40.0,1950.0,-37.8444,145.0037,17.0,17.0,1.0,0.0
1751,3.3,2.0,1.0,1.0,0.0,85.0,1970.0,-37.8407,145.004,17.0,9.0,1.0,0.0
1752,3.3,1.0,1.0,1.0,0.0,56.0,2007.0,-37.836999999999996,144.9931,17.0,56.0,1.0,0.0
1753,3.3,1.0,1.0,1.0,0.0,47.0,1970.0,-37.8437,144.9904,17.0,99.0,1.0,0.0
1754,3.3,2.0,1.0,1.0,2122.0,64.0,1960.0,-37.8383,145.0014,17.0,110.0,1.0,0.0
1755,3.3,3.0,2.0,2.0,221.0,135.0,1890.0,-37.8416,144.9959,17.0,2429.0,0.0,0.0
1756,3.3,3.0,3.0,2.0,191.0,175.0,1890.0,-37.836,144.9824,17.0,24.0,0.0,0.0
1757,3.3,2.0,1.0,1.0,734.0,65.0,2013.0,-37.8433,144.9962,17.0,2500.0,1.0,0.0
1758,3.3,2.0,1.0,2.0,0.0,72.0,1970.0,-37.8336,144.9882,17.0,319.0,1.0,0.0
1759,3.3,4.0,2.0,2.0,141.0,127.0,1880.0,-37.8366,144.9827,17.0,610.0,0.0,0.0
1760,3.3,1.0,1.0,0.0,0.0,47.0,1970.0,-37.8437,144.9904,17.0,99.0,1.0,0.0
1761,3.3,1.0,1.0,1.0,0.0,45.0,1960.0,-37.8355,144.9884,17.0,42.0,1.0,0.0
1762,3.3,3.0,1.0,1.0,211.0,18.0,1906.0,-37.8442,144.9928,17.0,648.0,0.0,0.0
1763,3.3,1.0,1.0,1.0,0.0,56.0,1970.0,-37.8368,144.9848,17.0,107.0,1.0,0.0
1764,3.3,1.0,1.0,1.0,480.0,53.0,1930.0,-37.8356,144.9767,17.0,459.0,1.0,0.0
1765,3.3,3.0,2.0,1.0,163.0,207.0,2016.0,-37.8425,144.9877,17.0,12.0,2.0,0.0
1766,3.3,3.0,2.0,1.0,194.0,148.0,1890.0,-37.8395,144.9898,17.0,141.0,0.0,0.0
1767,3.3,3.0,1.0,0.0,154.0,88.0,1920.0,-37.8395,144.9868,17.0,1818.0,0.0,0.0
1768,3.3,1.0,1.0,0.0,0.0,42.0,1950.0,-37.8406,145.0035,17.0,9.0,1.0,0.0
1769,3.3,2.0,1.0,1.0,132.0,77.0,1900.0,-37.8446,144.9896,17.0,1103.0,0.0,0.0
1770,3.3,2.0,1.0,1.0,0.0,73.0,1980.0,-37.835,145.0002,17.0,1108.0,1.0,0.0
1771,3.3,1.0,1.0,1.0,0.0,37.0,1970.0,-37.8319,144.9876,17.0,65.0,1.0,0.0
1772,3.3,2.0,1.0,0.0,176.0,81.0,1930.0,-37.8436,144.9925,17.0,497.0,0.0,0.0
1773,3.3,1.0,1.0,0.0,0.0,48.0,1960.0,-37.8427,145.0006,17.0,298.0,1.0,0.0
1774,3.3,2.0,1.0,0.0,146.0,89.0,1910.0,-37.8454,144.9888,17.0,30.0,0.0,0.0
1775,3.3,2.0,2.0,1.0,0.0,92.0,2002.0,-37.8361,144.9966,17.0,170.0,1.0,0.0
1776,3.3,3.0,2.0,2.0,0.0,172.0,2005.0,-37.8433,145.0001,17.0,298.0,0.0,0.0
1777,3.3,2.0,1.0,1.0,0.0,70.0,1970.0,-37.836999999999996,144.9907,17.0,282.0,1.0,0.0
1778,3.3,1.0,1.0,0.0,0.0,35.0,1910.0,-37.8423,144.997,17.0,2682.0,1.0,0.0
1779,3.3,2.0,1.0,1.0,0.0,62.0,1890.0,-37.8323,144.9876,17.0,65.0,1.0,0.0
1780,3.3,2.0,1.0,0.0,176.0,84.0,1940.0,-37.8436,144.9925,17.0,497.0,0.0,0.0
1781,3.3,2.0,1.0,1.0,0.0,61.0,1965.0,-37.8337,144.9886,17.0,319.0,1.0,0.0
1782,3.3,3.0,2.0,0.0,358.0,238.0,1915.0,-37.8425,145.0031,17.0,1448.0,0.0,0.0
1783,3.3,3.0,1.0,1.0,178.0,172.0,1894.0,-37.8404,145.0022,17.0,9.0,0.0,0.0
1784,3.3,2.0,1.0,1.0,163.0,86.0,1900.0,-37.8446,144.9879,17.0,427.0,0.0,0.0
1785,3.3,3.0,2.0,1.0,149.0,140.0,2003.0,-37.8448,144.9882,17.0,427.0,0.0,0.0
1786,3.3,2.0,1.0,1.0,0.0,79.0,1970.0,-37.8342,144.9842,17.0,2106.0,1.0,0.0
1787,3.3,2.0,2.0,1.0,181.0,148.0,1990.0,-37.8334,144.9867,17.0,897.0,0.0,0.0
1788,3.3,2.0,1.0,1.0,0.0,72.0,1969.0,-37.8453,145.0012,17.0,1303.0,1.0,0.0
1789,1.2,3.0,1.0,1.0,0.0,106.0,1993.0,-37.8235,144.9655,104.0,2009.0,1.0,0.0
1790,1.2,3.0,2.0,1.0,0.0,114.0,1995.0,-37.8267,144.9687,104.0,452.0,1.0,0.0
1791,1.2,2.0,1.0,1.0,0.0,84.0,2003.0,-37.8246,144.9632,104.0,507.0,1.0,0.0
1792,1.2,2.0,2.0,1.0,0.0,110.0,2000.0,-37.8273,144.9556,104.0,3007.0,1.0,0.0
1793,1.2,4.0,3.0,1.0,0.0,172.0,1995.0,-37.8267,144.9687,104.0,452.0,1.0,0.0
1794,1.2,2.0,2.0,1.0,0.0,100.0,2000.0,-37.8227,144.9664,104.0,507.0,1.0,0.0
1795,1.2,2.0,2.0,1.0,0.0,99.0,1995.0,-37.828,144.9683,104.0,246.0,1.0,0.0
1796,1.2,1.0,1.0,0.0,760.0,70.0,2007.0,-37.8228,144.9661,104.0,507.0,1.0,0.0
1797,1.2,4.0,3.0,1.0,0.0,176.0,2000.0,-37.8267,144.9687,104.0,452.0,1.0,0.0
1798,1.2,1.0,1.0,1.0,0.0,57.0,2004.0,-37.8245,144.9622,104.0,796.0,1.0,0.0
1799,1.2,3.0,2.0,1.0,0.0,105.0,1994.0,-37.828,144.9683,104.0,246.0,1.0,0.0
1800,1.2,2.0,1.0,1.0,0.0,77.0,2000.0,-37.8288,144.9679,104.0,362.0,1.0,0.0
1801,1.2,2.0,2.0,1.0,2955.0,67.0,2013.0,-37.8299,144.9679,104.0,362.0,1.0,0.0
1802,1.2,2.0,2.0,2.0,0.0,73.0,2014.0,-37.8229,144.9612,104.0,106.0,1.0,0.0
1803,1.2,2.0,2.0,1.0,0.0,93.0,1994.0,-37.821999999999996,144.9637,104.0,2998.0,1.0,0.0
1804,1.2,1.0,1.0,1.0,546.0,51.0,2000.0,-37.8274,144.9587,104.0,796.0,1.0,0.0
1805,7.7,3.0,1.0,1.0,326.0,112.0,1991.0,-37.830999999999996,144.8884,118.0,183.0,0.0,2.0
1806,7.7,2.0,1.0,2.0,562.0,116.0,1950.0,-37.8333,144.8868,118.0,2921.0,0.0,2.0
1807,7.7,2.0,1.0,2.0,502.0,104.0,1950.0,-37.8263,144.8775,118.0,2502.0,0.0,2.0
1808,7.7,3.0,1.0,2.0,472.0,95.0,1950.0,-37.8302,144.8885,118.0,747.0,0.0,2.0
1809,7.7,3.0,1.0,0.0,274.0,131.0,1910.0,-37.8282,144.8856,118.0,380.0,0.0,2.0
1810,7.7,4.0,2.0,0.0,389.0,158.0,1990.0,-37.8284,144.8861,118.0,148.0,0.0,2.0
1811,7.7,3.0,1.0,0.0,353.0,109.0,1890.0,-37.8309,144.889,118.0,998.0,0.0,2.0
1812,7.7,3.0,3.0,2.0,278.0,277.0,2015.0,-37.8261,144.8718,118.0,15.0,2.0,2.0
1813,7.7,4.0,2.0,3.0,830.0,134.0,1920.0,-37.829,144.8807,118.0,747.0,0.0,2.0
1814,7.7,4.0,2.0,5.0,742.0,236.0,2000.0,-37.8248,144.8707,118.0,471.0,0.0,2.0
1815,7.7,3.0,1.0,1.0,320.0,134.0,1940.0,-37.8277,144.8841,118.0,15.0,0.0,2.0
1816,7.7,4.0,1.0,2.0,532.0,518.0,1965.0,-37.8248,144.8717,118.0,1911.0,0.0,2.0
1817,7.7,2.0,1.0,2.0,526.0,127.0,1950.0,-37.8267,144.8779,118.0,15.0,0.0,2.0
1818,7.7,4.0,2.0,0.0,389.0,158.0,1990.0,-37.8284,144.8861,118.0,148.0,0.0,2.0
1819,6.1,1.0,1.0,1.0,0.0,50.0,1960.0,-37.8656,144.9782,13.0,108.0,1.0,0.0
1820,6.1,2.0,1.0,1.0,0.0,71.0,1970.0,-37.8675,144.9851,13.0,213.0,1.0,0.0
1821,6.1,2.0,1.0,0.0,0.0,66.0,1930.0,-37.8707,144.9765,13.0,371.0,1.0,0.0
1822,6.1,2.0,1.0,1.0,0.0,75.0,1970.0,-37.8573,144.9825,13.0,499.0,1.0,0.0
1823,6.1,2.0,1.0,1.0,0.0,74.0,1970.0,-37.8616,144.9907,13.0,1620.0,1.0,0.0
1824,6.1,2.0,1.0,1.0,5530.0,70.0,2001.0,-37.859,144.9767,13.0,43.0,1.0,0.0
1825,6.1,3.0,2.0,3.0,384.0,123.0,1915.0,-37.8645,144.9805,13.0,108.0,0.0,0.0
1826,6.1,4.0,2.0,3.0,420.0,160.0,1910.0,-37.8667,144.9832,13.0,308.0,0.0,0.0
1827,6.1,3.0,1.0,1.0,1669.0,176.0,1920.0,-37.8646,144.9786,13.0,274.0,1.0,0.0
1828,6.1,3.0,2.0,2.0,176.0,192.0,1880.0,-37.8641,144.9739,13.0,2.0,0.0,0.0
1829,6.1,1.0,1.0,1.0,2335.0,58.0,2002.0,-37.8571,144.987,13.0,16.0,1.0,0.0
1830,6.1,2.0,2.0,2.0,0.0,102.0,1999.0,-37.8568,144.9873,13.0,16.0,1.0,0.0
1831,6.1,1.0,1.0,1.0,2879.0,49.0,1967.0,-37.863,144.9747,13.0,336.0,1.0,0.0
1832,6.1,2.0,2.0,2.0,0.0,115.0,1995.0,-37.8573,144.9825,13.0,499.0,1.0,0.0
1833,6.1,1.0,1.0,1.0,0.0,53.0,1998.0,-37.8605,144.9769,13.0,136.0,1.0,0.0
1834,6.1,1.0,1.0,1.0,0.0,41.0,2009.0,-37.8731,144.9799,13.0,0.0,1.0,0.0
1835,6.1,3.0,2.0,2.0,128.0,183.0,2002.0,-37.8624,144.9768,13.0,752.0,2.0,0.0
1836,6.1,1.0,1.0,1.0,0.0,59.0,1995.0,-37.8568,144.9873,13.0,16.0,1.0,0.0
1837,6.1,2.0,1.0,1.0,1034.0,55.0,1950.0,-37.8717,144.9829,13.0,179.0,1.0,0.0
1838,6.1,1.0,1.0,1.0,0.0,46.0,1960.0,-37.8722,144.9805,13.0,0.0,1.0,0.0
1839,6.1,5.0,3.0,3.0,1294.0,378.0,1884.0,-37.8589,144.9883,13.0,2093.0,0.0,0.0
1840,6.1,1.0,1.0,1.0,0.0,53.0,2005.0,-37.8614,144.9741,13.0,136.0,1.0,0.0
1841,6.1,3.0,2.0,2.0,289.0,122.0,1979.0,-37.8726,144.9782,13.0,803.0,0.0,0.0
1842,6.1,2.0,1.0,1.0,0.0,73.0,2000.0,-37.859,144.9767,13.0,43.0,1.0,0.0
1843,6.1,1.0,1.0,1.0,1409.0,63.0,2000.0,-37.8661,144.9772,13.0,336.0,1.0,0.0
1844,6.1,1.0,1.0,1.0,0.0,43.0,2002.0,-37.8599,144.9766,13.0,136.0,1.0,0.0
1845,6.1,4.0,2.0,2.0,507.0,202.0,1890.0,-37.8616,144.9807,13.0,1638.0,0.0,0.0
1846,6.1,2.0,1.0,1.0,0.0,70.0,2003.0,-37.8653,144.9824,13.0,1192.0,1.0,0.0
1847,6.1,2.0,1.0,1.0,0.0,83.0,1970.0,-37.8604,144.9817,13.0,953.0,1.0,0.0
1848,6.1,2.0,2.0,1.0,0.0,70.0,2000.0,-37.8709,144.9807,13.0,0.0,1.0,0.0
1849,6.1,2.0,1.0,1.0,0.0,65.0,1970.0,-37.8619,144.976,13.0,344.0,1.0,0.0
1850,6.1,3.0,2.0,2.0,124.0,134.0,2000.0,-37.8656,144.9851,13.0,1192.0,0.0,0.0
1851,6.1,2.0,1.0,1.0,683.0,72.0,1940.0,-37.8594,144.9828,13.0,0.0,1.0,0.0
1852,6.1,2.0,1.0,0.0,0.0,95.0,1930.0,-37.8617,144.9796,13.0,791.0,1.0,0.0
1853,6.1,3.0,2.0,2.0,0.0,200.0,2000.0,-37.8584,144.9802,13.0,136.0,2.0,0.0
1854,6.1,2.0,1.0,1.0,0.0,61.0,1966.0,-37.8596,144.9889,13.0,981.0,1.0,0.0
1855,6.1,3.0,2.0,2.0,1039.0,133.0,2006.0,-37.8638,144.982,13.0,0.0,0.0,0.0
1856,6.1,1.0,1.0,1.0,0.0,52.0,2012.0,-37.8676,144.9901,13.0,89.0,1.0,0.0
1857,6.1,1.0,1.0,1.0,0.0,49.0,1970.0,-37.8716,144.9828,13.0,179.0,1.0,0.0
1858,6.1,2.0,2.0,2.0,0.0,98.0,2006.0,-37.8647,144.9819,13.0,0.0,1.0,0.0
1859,6.1,1.0,1.0,1.0,0.0,61.0,2009.0,-37.8731,144.9799,13.0,0.0,1.0,0.0
1860,6.1,2.0,1.0,1.0,123.0,68.0,1900.0,-37.8641,144.9866,13.0,2234.0,0.0,0.0
1861,6.1,2.0,1.0,0.0,822.0,70.0,1930.0,-37.8585,144.9854,13.0,3298.0,1.0,0.0
1862,6.1,2.0,1.0,1.0,0.0,71.0,1940.0,-37.8665,144.9833,13.0,308.0,1.0,0.0
1863,6.1,2.0,1.0,1.0,0.0,46.0,1970.0,-37.8648,144.9783,13.0,274.0,1.0,0.0
1864,6.1,2.0,2.0,1.0,0.0,78.0,2013.0,-37.8562,144.9844,13.0,16.0,1.0,0.0
1865,6.1,5.0,4.0,4.0,657.0,312.0,1900.0,-37.8582,144.9913,13.0,1313.0,0.0,0.0
1866,6.1,2.0,1.0,1.0,0.0,70.0,1930.0,-37.8614,144.9793,13.0,791.0,1.0,0.0
1867,6.1,2.0,1.0,0.0,201.0,83.0,1915.0,-37.8654,144.9809,13.0,364.0,0.0,0.0
